Unnamed: 0,size,center_x,center_y,min_dist
Cell_744,127.0,686.0,103.5,1843.055682826756
Cell_745,159.0,691.5,540.5,1639.6915868540646
Cell_746,181.0,688.0,924.5,1542.24130731867
Cell_747,85.0,688.0,979.0,1534.8289807011074
Cell_748,367.0,697.0,141.0,1813.4897297751647
Cell_749,272.0,694.0,42.0,1870.881343110781
Cell_750,437.0,694.0,1025.0,1524.0800503910548
Cell_751,227.0,696.0,8.0,1888.9280028629996
Cell_752,218.0,695.0,273.0,1748.0529168191676
Cell_753,297.0,703.5,929.5,1526.1600505844726
Cell_754,280.0,697.5,691.5,1585.604143536463
Cell_755,135.0,695.5,945.5,1531.735127233165
Cell_756,159.0,699.0,111.0,1828.0713881027732
Cell_757,114.0,697.5,306.5,1729.992052004864
Cell_758,131.0,698.5,677.0,1589.0054279328313
Cell_759,218.0,702.0,914.0,1530.0682991291599
Cell_760,241.0,701.5,289.0,1734.6983167110068
Cell_761,112.0,697.5,348.5,1710.8157411013028
Cell_762,264.0,704.5,414.5,1675.993585906581
Cell_763,178.0,703.0,1098.0,1510.314536777025
Cell_764,184.0,703.0,66.0,1849.819991242391
Cell_765,156.0,703.5,515.0,1637.5909898384273
Cell_766,169.0,704.0,549.0,1625.0144614741125
Cell_767,419.0,710.5,567.5,1612.568293127457
Cell_768,296.0,709.5,658.0,1584.4605548892657
Cell_769,145.0,706.5,327.0,1712.5297807629506
Cell_770,262.0,708.5,470.5,1649.7534664306663
Cell_771,106.0,706.0,526.5,1631.0935748754575
Cell_772,140.0,708.5,486.0,1643.7789541176148
Cell_773,243.0,715.5,22.0,1864.922853632289
Cell_774,152.0,709.0,1226.0,1504.4048657193316
Cell_775,307.0,716.5,245.0,1743.002079746321
Cell_776,234.0,715.0,639.0,1585.3999495395476
Cell_777,247.0,713.5,832.0,1534.1913994023041
Cell_778,401.0,717.0,1164.5,1495.0040969843528
Cell_779,173.0,716.0,766.5,1547.1413154589338
Cell_780,240.0,715.0,852.5,1528.4571469295436
Cell_781,256.0,715.5,61.0,1842.3789648169563
Cell_782,186.0,715.0,338.0,1699.9394106849809
Cell_783,233.0,718.5,809.5,1534.3058691147603
Cell_784,223.0,718.5,7.0,1871.3167155775636
Cell_785,201.0,715.0,186.0,1774.4007439132795
Cell_786,500.0,725.5,751.0,1542.0059176280745
Cell_787,249.0,718.0,321.5,1704.8672235690378
Cell_788,272.0,720.0,591.0,1595.790713094922
Cell_789,193.0,717.0,522.0,1622.4678733337064
Cell_790,160.0,719.5,480.5,1635.734850151454
Cell_791,168.0,724.0,257.0,1730.5351773367684
Cell_792,196.0,725.0,271.5,1722.5362840880885
Cell_793,294.0,729.0,899.5,1505.8788961931832
Cell_794,237.0,727.5,87.0,1817.7393239956052
Cell_795,100.0,724.5,120.5,1801.546141512895
Cell_796,158.0,726.0,949.0,1501.046301750882
Cell_797,225.0,729.0,161.5,1775.4867642424147
Cell_798,151.0,726.5,302.5,1706.286171777759
Cell_799,198.0,728.5,728.5,1545.2600104836727
Cell_800,142.0,728.5,114.0,1801.8049977730664
Cell_801,179.0,728.5,350.0,1682.459286283029
Cell_802,246.0,730.0,389.0,1663.7848418590668
Cell_803,42.0,724.5,934.5,1504.6456393450253
Cell_804,364.0,732.5,1014.0,1486.7848701140324
Cell_805,95.0,728.5,1280.0,1488.2651813437012
Cell_806,43.0,727.5,713.5,1550.482666784766
Cell_807,188.0,733.0,325.0,1689.9612421591212
Cell_808,423.0,735.0,1104.0,1478.0994553818089
Cell_809,172.0,735.0,337.0,1682.6244381917195
Cell_810,61.0,728.5,1265.5,1487.1760151374147
Cell_811,192.0,734.5,41.5,1838.1116669016603
Cell_812,209.0,734.0,104.5,1802.5282938139972
Cell_813,461.0,737.5,438.0,1636.2198049161977
Cell_814,129.0,731.0,513.0,1612.764396928454
Cell_815,186.0,733.5,553.5,1595.7977628759854
Cell_816,197.0,733.0,1061.5,1482.3431620242325
Cell_817,156.0,736.0,974.0,1487.798709503406
Cell_818,228.0,736.5,1248.0,1478.0626678189258
Cell_819,127.0,735.5,185.0,1757.4812232282882
Cell_820,204.0,738.5,876.5,1500.7139967362202
Cell_821,160.0,738.5,139.0,1779.6871213783618
Cell_822,297.0,740.0,274.5,1707.9889490274813
Cell_823,360.0,743.5,61.0,1819.4626267115243
Cell_824,304.0,739.5,585.0,1579.3721062498223
Cell_825,252.0,742.0,1278.5,1474.6885264353284
Cell_826,203.0,742.0,470.5,1618.9509720803778
Cell_827,179.0,742.5,318.0,1684.8546673229712
Cell_828,158.0,743.5,401.5,1646.1994107640787
Cell_829,328.0,747.0,293.5,1692.6137332539872
Cell_830,97.0,745.0,747.5,1524.162474935005
Cell_831,120.0,746.0,128.5,1779.2032626993466
Cell_832,149.0,750.5,418.5,1632.5858323530804
Cell_833,230.0,754.5,324.5,1671.207497589692
Cell_834,265.0,758.0,107.0,1781.2737015966973
Cell_835,194.0,754.5,701.0,1528.3671842852423
Cell_836,123.0,754.0,969.0,1470.5876376469373
Cell_837,114.0,753.0,191.5,1739.1915506924474
Cell_838,246.0,757.0,311.0,1675.4238269763266
Cell_839,274.0,760.5,386.5,1637.4854197824175
Cell_840,205.0,756.5,421.5,1625.8796080891107
Cell_841,354.0,762.0,902.5,1472.8619249610604
Cell_842,233.0,756.5,228.0,1717.1305279448036
Cell_843,134.0,755.5,399.5,1636.2574675154274
Cell_844,196.0,758.5,1249.5,1456.1917799520777
Cell_845,234.0,759.0,34.0,1822.6908679202845
Cell_846,490.0,764.0,456.5,1604.4588651629558
Cell_847,234.0,759.0,661.0,1536.6225951742347
Cell_848,153.0,758.5,686.5,1528.9906801547222
Cell_849,258.0,761.5,774.0,1501.2392380963136
Cell_850,198.0,764.0,372.5,1640.6206904705305
Cell_851,274.0,763.5,547.0,1570.068867916309
Cell_852,163.0,762.0,636.5,1541.4954589618485
Cell_853,189.0,766.0,50.5,1807.3046920760207
Cell_854,109.0,764.5,269.5,1689.1786465616951
Cell_855,444.0,772.0,429.5,1608.4490200189746
Cell_856,92.0,764.0,508.5,1583.8927520510977
Cell_857,328.0,771.5,572.0,1553.7288212554981
Cell_858,216.0,770.0,808.0,1484.5783913286627
Cell_859,207.0,772.0,798.0,1485.048484057002
Cell_860,283.0,771.0,80.0,1786.0397531969998
Cell_861,172.0,771.5,333.0,1652.2082949797825
Cell_862,214.0,773.0,17.5,1821.3031735545842
Cell_863,131.0,772.5,859.5,1470.7353602874991
Cell_864,392.0,777.0,296.0,1665.1996877251688
Cell_865,50.0,769.5,671.5,1523.291337860227
Cell_866,179.0,773.0,749.5,1496.6807441802678
Cell_867,102.0,775.5,56.0,1796.3867206144673
Cell_868,138.0,775.5,252.5,1688.2584221617258
Cell_869,204.0,780.0,349.5,1636.9594527660115
Cell_870,107.0,780.0,1056.0,1435.8443508960154
Cell_871,300.0,783.0,670.0,1511.000330906648
Cell_872,134.0,782.5,850.0,1462.9392502766477
Cell_873,164.0,783.0,931.0,1447.3911012577078
Cell_874,286.0,787.5,1094.5,1426.051366536283
Cell_875,461.0,786.5,171.0,1722.0006533099806
Cell_876,332.0,786.5,1028.0,1431.6910455821117
Cell_877,216.0,785.0,145.5,1737.327041751207
Cell_878,147.0,782.5,203.0,1708.089649286594
Cell_879,188.0,785.5,308.0,1651.9174464845391
Cell_880,178.0,785.0,321.0,1646.059840953542
Cell_881,107.0,785.0,26.5,1806.3031999085867
Cell_882,97.0,782.5,89.0,1771.4531464309182
Cell_883,125.0,785.5,255.5,1678.1276769066174
Cell_884,123.0,783.0,553.0,1549.717716230927
Cell_885,186.0,786.0,51.5,1790.571486983974
Cell_886,323.0,789.0,113.0,1752.3472829322388
Cell_887,103.0,784.5,402.5,1608.8823760610967
Cell_888,115.0,784.0,747.5,1486.6627896063048
Cell_889,169.0,788.5,335.5,1636.0521079721148
Cell_890,206.0,787.5,446.5,1587.2184789750906
Cell_891,228.0,788.5,1258.5,1426.8351341342839
Cell_892,150.0,786.0,241.0,1685.1551857321629
Cell_893,131.0,789.0,513.5,1558.8846172824979
Cell_894,274.0,793.5,72.5,1772.1259831061673
Cell_895,217.0,791.5,784.5,1469.5484000195434
Cell_896,140.0,790.5,813.0,1463.4774511416292
Cell_897,278.0,794.5,889.0,1443.3607483924454
Cell_898,68.0,791.0,547.0,1544.4497401987544
Cell_899,135.0,793.5,1057.0,1422.3073683279574
Cell_900,199.0,795.5,130.5,1737.0556985888506
Cell_901,368.0,798.5,324.0,1632.7863454843073
Cell_902,272.0,796.0,245.0,1674.5291875628802
Cell_903,370.0,801.5,380.0,1603.8052406698264
Cell_904,163.0,795.5,493.0,1560.9151962871013
Cell_905,172.0,798.0,995.0,1423.7106447589692
Cell_906,217.0,799.0,92.5,1755.9787157024427
Cell_907,270.0,804.5,8.5,1801.7415186424494
Cell_908,195.0,804.0,904.5,1431.1730328649992
Cell_909,122.0,798.0,452.0,1575.3796367860034
Cell_910,261.0,803.5,1072.5,1411.277612661662
Cell_911,206.0,804.0,303.0,1638.253948568414
Cell_912,322.0,807.0,798.5,1451.010423808182
Cell_913,174.0,806.5,20.5,1792.824168734904
Cell_914,180.0,805.5,637.0,1500.0274164161133
Cell_915,197.0,810.0,146.0,1716.337088103616
Cell_916,151.0,810.5,829.5,1440.1716911535236
Cell_917,261.0,811.0,203.0,1684.0394888481683
Cell_918,224.0,812.0,476.5,1552.478099684501
Cell_919,96.0,808.5,869.5,1433.4519524560285
Cell_920,223.0,812.5,44.5,1773.508528313298
Cell_921,264.0,812.5,531.0,1530.478438266936
Cell_922,191.0,811.5,176.0,1698.3642866004925
Cell_923,63.0,809.5,447.5,1566.854332731668
Cell_924,220.0,816.0,21.5,1784.68939874702
Cell_925,168.0,814.0,66.5,1759.1356542347721
Cell_926,137.0,814.5,490.0,1544.7042597209345
Cell_927,277.0,816.5,498.5,1539.461756588971
Cell_928,280.0,817.5,515.5,1531.8343578859954
Cell_929,281.0,817.5,83.0,1746.5423699412506
Cell_930,236.0,817.0,103.5,1734.9383994828174
Cell_931,55.0,813.0,355.0,1605.2379885861162
Cell_932,193.0,815.5,589.5,1506.389225930669
Cell_933,345.0,818.5,1039.0,1398.8303149417372
Cell_934,148.0,817.0,720.0,1463.046820850242
Cell_935,118.0,819.0,373.5,1591.2703258717545
Cell_936,114.0,818.0,875.0,1423.0361906852545
Cell_937,245.0,824.5,778.0,1439.3905828509508
Cell_938,110.0,822.0,41.5,1767.7523157954001
Cell_939,104.0,818.5,661.0,1480.2007465205522
Cell_940,159.0,821.0,574.5,1506.529538376198
Cell_941,202.0,821.5,799.5,1436.7228333955022
Cell_942,82.0,822.0,197.0,1678.0619774013117
Cell_943,163.0,823.5,561.5,1508.8977765243078
Cell_944,262.0,826.5,188.5,1678.958754704832
Cell_945,244.0,827.5,813.5,1427.4440444374693
Cell_946,204.0,826.0,141.0,1705.9859319466852
Cell_947,236.0,827.5,620.5,1484.572834184972
Cell_948,334.0,837.0,34.0,1760.432333263622
Cell_949,209.0,832.5,239.5,1646.3360835503788
Cell_950,159.0,832.5,252.5,1639.4756783801338
Cell_951,267.0,834.5,453.5,1541.6817116383006
Cell_952,219.0,832.5,1177.0,1379.5927841214595
Cell_953,355.0,837.0,275.0,1623.922719836138
Cell_954,339.0,836.0,653.0,1466.0368344622177
Cell_955,26.0,830.0,901.0,1406.2446444342463
Cell_956,314.0,839.0,493.5,1520.888309508624
Cell_957,376.0,841.0,1228.0,1372.6361498955214
Cell_958,141.0,837.5,226.5,1649.052000392953
Cell_959,160.0,838.0,315.5,1602.5312009443062
Cell_960,268.0,840.0,563.5,1492.8142047823635
Cell_961,167.0,839.5,115.5,1709.660346384626
Cell_962,274.0,844.5,546.0,1495.1793370696373
Cell_963,256.0,846.0,1060.0,1369.7288052749711
Cell_964,230.0,844.5,93.0,1718.8578329809595
Cell_965,160.0,844.0,892.0,1394.1969014454164
Cell_966,187.0,845.5,532.0,1499.6223691316425
Cell_967,183.0,846.5,519.5,1503.5905360170368
Cell_968,204.0,848.0,71.5,1728.9078199834714
Cell_969,110.0,846.0,171.5,1672.227930038247
Cell_970,244.0,853.0,204.5,1648.0282916260874
Cell_971,294.0,850.5,580.0,1477.0224270470642
Cell_972,255.0,851.0,105.5,1706.219578483379
Cell_973,329.0,853.0,153.5,1676.6828113868169
Cell_974,286.0,850.5,241.5,1630.0363492879537
Cell_975,165.0,849.5,415.0,1545.1427927541195
Cell_976,219.0,852.0,430.5,1535.9629715588849
Cell_977,42.0,848.0,357.0,1573.5107244629762
Cell_978,88.0,849.0,803.5,1409.104414158156
Cell_979,39.0,848.0,975.0,1376.62340529282
Cell_980,159.0,853.0,303.0,1595.8461705314833
Cell_981,377.0,859.0,85.0,1712.0002920560498
Cell_982,151.0,855.5,649.0,1448.8106328985855
Cell_983,469.0,862.0,42.5,1735.4902045243587
Cell_984,162.0,857.0,59.0,1729.322699787405
Cell_985,227.0,857.0,286.0,1601.1152363274794
Cell_986,183.0,859.5,219.0,1634.633980437211
Cell_987,260.0,859.0,634.0,1450.3799502199415
Cell_988,185.0,857.5,330.0,1578.404019888444
Cell_989,403.0,862.5,894.5,1375.5626121700168
Cell_990,205.0,864.5,229.5,1624.7167445434911
Cell_991,199.0,860.5,492.5,1501.6912132658965
Cell_992,185.0,863.0,160.0,1664.762445515876
Cell_993,375.0,863.5,263.5,1607.3302398698283
Cell_994,184.0,860.5,408.0,1538.5321738592274
Cell_995,219.0,862.5,1142.0,1349.6337466142436
Cell_996,165.0,865.0,505.5,1492.2550887834157
Cell_997,191.0,870.0,7.0,1751.3994404475525
Cell_998,120.0,864.5,199.0,1641.501827595693
Cell_999,210.0,866.5,175.0,1653.3379116200051
Cell_1000,243.0,865.0,475.0,1504.9295664581782
Cell_1001,315.0,869.0,958.0,1358.2554987924768
Cell_1002,162.0,864.5,1074.0,1350.305613555687
Cell_1003,166.0,866.0,519.0,1485.8936704892446
Cell_1004,249.0,872.0,1316.5,1348.9923090959414
Cell_1005,295.0,871.5,105.0,1690.0166419298953
Cell_1006,130.0,871.5,235.0,1615.8515556820187
Cell_1007,150.0,871.5,332.0,1565.2645942459696
Cell_1008,198.0,869.5,922.5,1363.5206269066853
Cell_1009,321.0,876.0,136.0,1668.062648703579
Cell_1010,178.0,870.5,206.0,1632.6222006330797
Cell_1011,181.0,871.5,291.5,1585.8608072589473
Cell_1012,224.0,874.5,551.5,1465.3479109071675
Cell_1013,291.0,875.5,567.0,1458.5514217880698
Cell_1014,230.0,873.0,430.0,1517.4037036991838
Cell_1015,87.0,872.0,1175.5,1340.0784491961656
Cell_1016,191.0,875.5,185.0,1640.2561537759887
Cell_1017,376.0,882.5,365.5,1539.1967060775567
Cell_1018,121.0,875.5,398.0,1529.8631474743092
Cell_1019,127.0,878.5,538.0,1466.893060178553
Cell_1020,235.0,880.0,968.5,1345.8381217665074
Cell_1021,194.0,881.0,207.5,1623.064770734674
Cell_1022,266.0,882.5,833.5,1369.243039054791
Cell_1023,165.0,884.0,947.0,1345.131963786453
Cell_1024,180.0,887.5,154.0,1648.2175978917346
Cell_1025,220.0,884.5,293.0,1573.9733955820218
Cell_1026,164.0,883.5,713.5,1401.844677558823
Cell_1027,209.0,886.5,601.0,1435.8851799499848
Cell_1028,216.0,887.0,493.0,1477.3899282180043
Cell_1029,299.0,892.0,26.0,1722.342881077981
Cell_1030,109.0,888.0,932.0,1343.6580666226062
Cell_1031,589.0,892.5,1020.5,1326.9591176822291
Cell_1032,296.0,891.5,762.5,1379.3195786328852
Cell_1033,258.0,894.5,823.0,1360.1655230154895
Cell_1034,199.0,891.5,1119.0,1321.1677599759994
Cell_1035,208.0,893.5,1100.5,1319.8873057954606
Cell_1036,635.0,903.0,1208.5,1309.8615384841255
Cell_1037,241.0,894.5,407.0,1508.8599172885467
Cell_1038,221.0,893.5,531.5,1455.6896990773823
Cell_1039,178.0,901.0,7.5,1727.1535108379915
Cell_1040,127.0,897.0,129.0,1655.239257630147
Cell_1041,189.0,897.0,320.5,1549.069801526064
Cell_1042,243.0,898.5,479.5,1472.7160282960187
Cell_1043,74.0,894.5,910.0,1341.1962011577575
Cell_1044,209.0,900.0,388.5,1512.7736942451108
Cell_1045,284.0,902.0,1048.0,1314.8646318157623
Cell_1046,87.0,897.5,918.5,1336.681151209966
Cell_1047,439.0,903.0,441.5,1485.441769306357
Cell_1048,110.0,899.0,737.5,1379.6090931854574
Cell_1049,203.0,904.0,163.0,1629.5631316398883
Cell_1050,39.0,898.0,1111.0,1314.9509496555374
Cell_1051,390.0,907.0,863.0,1338.5921709019517
Cell_1052,127.0,903.0,263.5,1573.9362280600824
Cell_1053,122.0,902.0,659.5,1401.4058120330455
Cell_1054,193.0,906.0,415.0,1494.954179899839
Cell_1055,195.0,904.5,541.5,1441.6187082581857
Cell_1056,277.0,906.5,841.0,1344.1466623847266
Cell_1057,214.0,905.0,55.0,1694.0168240014618
Cell_1058,293.0,908.0,597.5,1417.0886528372175
Cell_1059,136.0,905.5,398.0,1503.4065484758273
Cell_1060,116.0,908.0,922.0,1325.7213130971381
Cell_1061,248.0,909.5,520.0,1445.7147886080436
Cell_1062,325.0,911.5,764.0,1359.746024079497
Cell_1063,151.0,910.5,311.5,1542.1441242633582
Cell_1064,113.0,911.5,821.0,1344.2098980442006
Cell_1065,355.0,916.5,953.5,1312.01238561227
Cell_1066,120.0,913.0,166.5,1620.2121003127954
Cell_1067,125.0,915.0,933.0,1316.887618591655
Cell_1068,83.0,914.0,731.5,1367.2140468851246
Cell_1069,278.0,919.0,918.5,1315.5437088899782
Cell_1070,108.0,916.0,176.5,1611.9479675225252
Cell_1071,147.0,916.5,717.5,1369.3109581099538
Cell_1072,238.0,918.0,800.5,1343.2781729783298
Cell_1073,257.0,919.5,992.0,1303.5019179118995
Cell_1074,414.0,924.0,118.0,1640.2563823988005
Cell_1075,182.0,922.0,1312.0,1298.8075300058897
Cell_1076,176.0,921.5,379.5,1498.3205598269017
Cell_1077,432.0,924.5,436.5,1468.5926937037375
Cell_1078,158.0,922.5,728.0,1360.2570529131617
Cell_1079,163.0,923.5,498.0,1442.2015289133485
Cell_1080,266.0,926.0,76.5,1664.1923716926478
Cell_1081,403.0,928.0,167.5,1607.4732501662352
Cell_1082,198.0,929.0,297.5,1533.7670129455778
Cell_1083,202.0,929.0,755.0,1345.7061343398861
Cell_1084,250.0,929.5,779.5,1338.0390502522712
Cell_1085,193.0,930.5,829.0,1323.8074822269286
Cell_1086,253.0,930.0,1063.0,1285.740253706012
Cell_1087,118.0,932.0,523.0,1423.978932428426
Cell_1088,277.0,933.5,195.5,1586.6746673467753
Cell_1089,159.0,932.0,513.0,1428.1512524939367
Cell_1090,75.0,932.0,575.5,1403.040359362481
Cell_1091,137.0,934.0,1141.5,1278.1487589478777
Cell_1092,315.0,940.0,385.0,1479.5026191257655
Cell_1093,204.0,936.5,963.5,1290.700003873867
Cell_1094,100.0,937.0,876.5,1306.3557134257117
Cell_1095,120.0,937.0,888.0,1303.89953600728
Cell_1096,355.0,941.5,322.5,1509.9577808667366
Cell_1097,173.0,940.5,496.5,1427.4902801770666
Cell_1098,146.0,937.5,98.0,1641.832893445615
Cell_1099,149.0,939.0,1240.0,1275.448940569555
Cell_1100,239.0,943.5,67.5,1656.203640860628
Cell_1101,188.0,940.0,798.5,1322.6451716163333
Cell_1102,254.0,943.0,1191.0,1269.3545603967395
Cell_1103,214.0,944.5,229.5,1558.1862853972243
Cell_1104,210.0,943.5,1069.0,1271.8318481623269
Cell_1105,264.0,946.0,414.0,1460.1797834513393
Cell_1106,210.0,947.0,532.0,1406.59944547124
Cell_1107,271.0,949.5,546.5,1398.3863915241739
Cell_1108,184.0,947.0,672.0,1354.7848537683021
Cell_1109,300.0,950.5,838.0,1302.1947818970862
Cell_1110,350.0,950.5,514.5,1410.747496896592
Cell_1111,289.0,954.5,454.5,1433.675172415286
Cell_1112,293.0,950.5,483.0,1424.3968021587243
Cell_1113,200.0,952.0,1166.5,1260.0120039110739
Cell_1114,270.0,951.5,1284.0,1266.486971902988
Cell_1115,119.0,949.0,623.5,1369.4711570529698
Cell_1116,207.0,954.5,581.5,1379.9617748329117
Cell_1117,130.0,952.0,795.5,1311.941404941547
Cell_1118,34.0,949.5,927.0,1284.0024337983164
Cell_1119,254.0,956.5,402.0,1456.7886771937788
Cell_1120,148.0,955.5,815.0,1303.268295478717
Cell_1121,316.0,958.0,1045.0,1259.3538025511339
Cell_1122,280.0,957.0,1214.5,1256.1398210390435
Cell_1123,98.0,953.0,110.5,1621.9220850583422
Cell_1124,143.0,956.0,355.0,1480.7254978556964
Cell_1125,151.0,956.5,805.0,1304.9966475052722
Cell_1126,64.0,956.5,374.5,1470.406236385034
Cell_1127,251.0,960.0,1075.0,1254.9501982150528
Cell_1128,207.0,963.5,272.5,1518.35453699062
Cell_1129,339.0,964.0,834.0,1290.1290633111091
Cell_1130,115.0,961.5,353.5,1476.7743564945865
Cell_1131,195.0,965.0,538.0,1387.7298007897648
Cell_1132,259.0,968.0,573.5,1370.6422764529043
Cell_1133,174.0,963.5,927.0,1270.2394459313566
Cell_1134,249.0,965.5,627.5,1352.6331727412278
Cell_1135,123.0,966.0,642.5,1346.8534627048334
Cell_1136,201.0,966.5,940.5,1264.8677796512961
Cell_1137,200.0,966.0,1233.0,1248.0785231707177
Cell_1138,453.0,975.5,472.5,1406.768104557393
Cell_1139,221.0,968.0,747.5,1310.9226712510545
Cell_1140,265.0,970.5,421.0,1435.329317613209
Cell_1141,188.0,971.5,515.5,1391.3297596184739
Cell_1142,88.0,971.0,350.0,1470.4482309826483
Cell_1143,284.0,977.0,1175.5,1235.0851185242254
Cell_1144,133.0,972.0,340.0,1474.810157274488
Cell_1145,278.0,975.5,532.0,1380.6944810493014
Cell_1146,199.0,975.0,853.5,1274.6471080263746
Cell_1147,260.0,977.0,221.5,1536.1553469620187
Cell_1148,156.0,975.5,507.5,1391.1816919439386
Cell_1149,159.0,977.5,166.0,1568.6169863927905
Cell_1150,206.0,980.0,837.5,1273.7645975611035
Cell_1151,209.0,979.0,890.5,1262.3229578835997
Cell_1152,248.0,979.5,306.0,1486.6072951522874
Cell_1153,314.0,980.0,1238.5,1234.4351947348227
Cell_1154,137.0,979.0,11.5,1665.3237673197366
Cell_1155,255.0,982.0,1133.0,1230.3186579094051
Cell_1156,210.0,982.0,146.5,1576.9078127779062
Cell_1157,226.0,985.0,345.0,1461.120460468609
Cell_1158,465.0,991.0,371.0,1442.4746098285405
Cell_1159,320.0,988.5,865.5,1258.6788708800987
Cell_1160,200.0,988.5,426.0,1417.1553372866363
Cell_1161,198.0,987.5,801.0,1276.322941108558
Cell_1162,383.0,991.5,484.5,1387.0632645989872
Cell_1163,238.0,989.0,597.0,1342.1538659930166
Cell_1164,327.0,992.0,571.5,1349.4140395001084
Cell_1165,222.0,995.5,455.0,1397.1471826547122
Cell_1166,182.0,989.5,532.0,1368.0070358006205
Cell_1167,290.0,995.0,673.5,1308.9878723655158
Cell_1168,266.0,995.5,1026.0,1223.9678304596082
Cell_1169,233.0,993.5,441.0,1405.5512263877115
Cell_1170,161.0,995.5,539.0,1359.6073881823384
Cell_1171,238.0,996.0,849.0,1255.3883861180173
Cell_1172,164.0,993.5,1222.0,1220.0259218557612
Cell_1173,125.0,995.5,356.5,1446.1495427513712
Cell_1174,122.0,995.0,268.5,1494.4795916973908
Cell_1175,257.0,1000.0,387.5,1426.3008974266265
Cell_1176,149.0,996.5,161.5,1556.2597790857412
Cell_1177,92.0,995.0,1123.5,1217.577615595819
Cell_1178,546.0,997.5,62.5,1617.9247510313946
Cell_1179,133.0,997.0,621.5,1325.4935873100255
Cell_1180,156.0,996.5,1272.0,1220.557761844969
Cell_1181,212.0,1003.0,326.0,1456.0199174461866
Cell_1182,166.0,998.0,151.5,1561.2117889639444
Cell_1183,259.0,1001.0,1202.0,1211.6938557242916
Cell_1184,119.0,1002.0,928.5,1232.1348343424108
Cell_1185,87.0,999.5,965.0,1228.2394921186992
Cell_1186,299.0,1002.5,1100.0,1211.0372620196292
Cell_1187,410.0,1010.0,900.5,1229.904162933031
Cell_1188,88.0,1003.5,262.0,1491.174453241471
Cell_1189,255.0,1008.0,422.5,1401.8524351728322
Cell_1190,329.0,1008.5,1000.0,1214.2212524906654
Cell_1191,255.0,1014.0,554.0,1336.51674138411
Cell_1192,281.0,1011.5,732.5,1274.61857039665
Cell_1193,199.0,1008.0,344.0,1442.1376494634624
Cell_1194,245.0,1009.5,477.0,1374.4956347693505
Cell_1195,316.0,1012.5,370.5,1424.3407246863371
Cell_1196,269.0,1010.5,516.5,1355.772289140031
Cell_1197,66.0,1006.5,1134.0,1205.8023262541833
Cell_1198,538.0,1017.0,1267.0,1199.6920438179125
Cell_1199,463.0,1014.0,652.5,1298.405271862372
Cell_1200,269.0,1014.0,498.0,1360.8897824585208
Cell_1201,159.0,1010.5,586.5,1326.464662175363
Cell_1202,293.0,1014.0,1218.0,1199.3552434537485
Cell_1203,181.0,1015.5,774.5,1257.3760376275666
Cell_1204,212.0,1016.5,420.0,1395.700988750814
Cell_1205,148.0,1018.0,464.0,1373.0626351335907
Cell_1206,335.0,1018.5,824.5,1240.03003995871
Cell_1207,408.0,1024.0,885.5,1219.5262399800997
Cell_1208,172.0,1018.0,1090.0,1196.1091087354866
Cell_1209,338.0,1022.5,1129.5,1189.9170139131552
Cell_1210,125.0,1016.0,242.0,1492.5096314597101
Cell_1211,279.0,1018.5,449.0,1379.7776088920996
Cell_1212,469.0,1024.5,872.0,1222.1608936633506
Cell_1213,286.0,1019.0,985.0,1205.9125175567256
Cell_1214,179.0,1019.5,790.0,1248.878396802507
Cell_1215,119.0,1018.5,1033.5,1200.2910063813692
Cell_1216,157.0,1021.5,386.5,1408.3481458787098
Cell_1217,104.0,1020.0,121.5,1562.7975716643534
Cell_1218,410.0,1026.0,1105.0,1187.3213549835614
Cell_1219,245.0,1024.0,90.5,1579.5955969804422
Cell_1220,250.0,1025.5,918.0,1211.1280898402117
Cell_1221,330.0,1026.5,635.0,1293.0917407515988
Cell_1222,174.0,1022.5,1072.5,1192.7877011438372
Cell_1223,255.0,1026.0,536.0,1333.3165415609303
Cell_1224,302.0,1024.5,943.5,1207.2541157519406
Cell_1225,131.0,1024.5,960.5,1204.3074773495348
Cell_1226,416.0,1027.5,1170.5,1184.538095630529
Cell_1227,264.0,1027.0,507.5,1345.0023234180676
Cell_1228,204.0,1026.5,1283.0,1191.7609869432713
Cell_1229,199.0,1027.0,763.0,1250.05159893502
Cell_1230,227.0,1029.0,327.0,1433.6655816472683
Cell_1231,228.0,1027.0,353.0,1421.2673921539183
Cell_1232,275.0,1029.0,903.5,1210.7003138679695
Cell_1233,302.0,1029.5,1007.0,1192.4857441495894
Cell_1234,257.0,1029.5,1043.5,1188.3233987429517
Cell_1235,307.0,1030.0,436.0,1376.0570482360097
Cell_1236,248.0,1030.0,1148.0,1182.0714868399457
Cell_1237,105.0,1029.5,137.0,1545.6319904815634
Cell_1238,147.0,1031.5,383.5,1401.350241731167
Cell_1239,154.0,1031.5,419.0,1383.2021724968479
Cell_1240,213.0,1032.0,779.5,1240.1379963536317
Cell_1241,128.0,1032.0,802.0,1233.4022052842292
Cell_1242,128.0,1032.5,1085.0,1181.9459590015103
Cell_1243,192.0,1032.5,1293.0,1186.863197676969
Cell_1244,164.0,1033.0,293.0,1449.284306131823
Cell_1245,80.0,1035.5,229.0,1484.4232044804473
Cell_1246,73.0,1036.0,20.0,1617.2547727553626
Cell_1247,57.0,1036.0,1258.0,1179.9936440506788
